;modelo;combustivel;preco;ano;km;cor;cambio;cidade;airbag motorista;freios ABS;airbag passageiro;ar-condicionado;direção elétrica;volante com regulagem de altura;travas elétricas;cd player com MP3;entrada USB;vidros elétricos dianteiros;limajuste de alturap. traseiro;desemb. traseiro;alarme;câmbio automático;ajuste de altura;distribuição eletrônica de frenagem,;controle de tração;retrovisores elétricos;piloto automático;Kit Multimídia;bancos de couro;limp. traseiro;longitude;latitude;cilindrada
1464;Renault Sandero Stepway 1.6 16V Hi-Flex (aut) 2014;Flex; 37.900,00;2013;136.500;Preto;1;São Paulo;1;1;1;0;0;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;1;-46.63952;-23.532905;1600.0
1465;Volkswagen Fox Prime 1.6 8V (Flex) 4p 2010;Flex; 35.900,00;2010;118.000;Branco;1;Canoas;1;1;0;1;0;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;-51.185681;-29.912758;1600.0
1466;Renault Sandero Stepway 1.6 16V (Flex) 2010;Flex; 32.900,00;2010;183.000;Preto;0;Curitiba;1;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;-49.264622;-25.419547;1600.0
1467;Chevrolet Zafira Expression 2.0 (Flex) (Aut) 2008;Flex; 29.900,00;2008;207.858;Prata;1;Osasco;1;0;1;1;0;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;1;-46.791555;-23.53239;2000.0
1468;Volkswagen Gol 1.0 TEC Trendline (Flex) 4p 2015;Flex; 38.900,00;2014;125.137;Branco;0;Campinas;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;-47.06595;-22.905346;1000.0
1469;Renault Logan Dynamique 1.6 8V 2014;Flex; 37.990,00;2013;75.175;Prata;0;São Paulo;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-46.63952;-23.532905;1600.0
1470;Chevrolet Zafira Expression 2.0 (Flex) (Aut) 2009;Flex; 36.990,00;2008;99.309;Prata;1;Campinas;1;0;1;1;0;1;1;0;0;1;0;1;0;1;1;0;0;1;1;0;0;1;-47.06595;-22.905346;2000.0
1471;Renault Clio Hatch. Campus 1.0 16V (flex) 4p 2010;Flex; 22.900,00;2009;141.000;Prata;0;Ribeirão Preto;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-47.809875;-21.169923;1000.0
1472;Volkswagen Fox Comfortline 1.0 TEC (Flex) 2015;Flex; 37.890,00;2015;78.000;Branco;0;Rio de Janeiro;1;1;1;1;0;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;0;1;-43.200295;-22.912897;1000.0
1473;Fiat Uno Vivace 1.0 8V (Flex) 4p 2013;Flex; 34.900,00;2012;137.155;Prata;0;Belo Horizonte;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-43.926572;-19.910183;1000.0
1474;Chevrolet Classic LS 1.0 VHCE (Flex) 2016;Flex; 37.900,00;2015;100.000;Prata;0;Manaus;1;0;1;1;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;-60.02123;-3.118662;1000.0
1475;Fiat Uno Economy 1.4 8V (Flex) 4P 2013;Flex; 29.900,00;2012;133.000;Branco;0;Curitiba;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;-49.264622;-25.419547;1400.0
1476;Volkswagen Fox Prime 1.6 8V (Flex) 2011;Flex; 33.900,00;2010;120.000;Prata;0;Caraguatatuba;1;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;-45.412533;-23.612535;1600.0
1477;Peugeot 308 Feline 2.0 16v (Flex) (Aut) 2013;Flex; 38.800,00;2012;139.805;Cinza;1;São Bernardo do Campo;0;1;1;1;0;1;1;0;0;0;0;1;1;1;1;0;0;1;1;0;1;1;-46.564617;-23.691412;2000.0
1478;Volkswagen Fox 1.0 VHT (Flex) 4p 2013;Flex; 37.900,00;2012;128.000;Branco;0;Campo Bom;0;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;-51.060601;-29.674694;1000.0
1479;Citroën C3 XTR 1.6 16V (flex) 2007;Flex; 25.889,00;2007;162.000;Prata;0;São Paulo;0;1;0;1;0;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;1;1;-46.63952;-23.532905;1600.0
1480;Citroën C3 Tendance 1.5 8V (Flex) 2014;Flex; 37.900,00;2014;63.000;Branco;0;Salvador;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;-38.501068;-12.97178;1500.0
1481;Nissan March 1.0 16V (Flex) 2014;Álcool; 32.900,00;2013;105.236;Prata;0;Osasco;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-46.791555;-23.53239;1000.0
1482;Chevrolet Montana Conquest 1.4 (Flex) 2010;Flex; 36.500,00;2009;92.000;Prata;0;Ponta Grossa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-50.166787;-25.091622;1400.0
1483;Citroën C3 GLX 1.4 8V (flex) 2011;Flex; 27.890,00;2011;85.348;Prata;0;Osasco;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;-46.791555;-23.53239;1400.0
1484;Nissan March 1.0 12V S (Flex) 2015;Flex; 36.870,00;2015;76.000;Branco;0;Várzea Grande;1;1;1;1;0;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;-56.132218;-15.645816;1000.0
1485;Volkswagen Gol 1.0 TEC Special (Flex) 4p 2015;Flex; 38.900,00;2014;139.700;Branco;0;Curitiba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-49.264622;-25.419547;1000.0
1486;Fiat Siena Fire 1.0 8V (Flex) 2010;Flex; 25.800,00;2009;111.111;Prata;0;São José do Rio Preto;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;-49.375767;-20.811289;1000.0
1487;Fiat Palio Fire 1.0 8V (Flex) 4p 2014;Flex; 29.990,00;2013;155.000;Vermelho;0;São Paulo;1;1;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;-46.63952;-23.532905;1000.0
1488;Renault Sandero Privilège 1.6 16V (flex) 2009;Flex; 26.900,00;2008;138.000;Prata;0;Bauru;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;-49.087142;-22.324569;1600.0
1489;Volkswagen Gol 1.0 (G4) (Flex) 4p 2011;Flex; 26.900,00;2011;173.760;Preto;0;Ribeirão Pires;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;-46.405805;-23.706669;1000.0
1490;Fiat Palio Sporting 1.6 16V Dualogic (Flex) 2013;Flex; 38.900,00;2012;133.000;Amarelo;1;Joinville;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;-48.848675;-26.304497;1600.0
1491;Fiat Mobi 1.0 Like 2023;Flex; 59.000,00;2022;28.225;Cinza;0;Maceió;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-35.73496;-9.665985;1000.0
1492;Chevrolet Zafira Expression 2.0 (Flex) (Aut) 2009;Flex; 36.000,00;2008;124.110;Prata;1;Matão;1;0;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;-48.363968;-21.602511;2000.0
1493;Volkswagen Fox Plus 1.6 8V (Flex) 2008;Flex; 28.900,00;2007;142.277;Preto;0;Osasco;0;0;0;1;0;1;1;1;1;0;0;1;1;0;0;0;0;1;0;0;0;1;-46.791555;-23.53239;1600.0
1494;Ford Ka Hatch SEL 1.0 (Flex) 2015;Flex; 38.990,00;2015;159.428;Preto;0;Belo Horizonte;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;1;1;-43.926572;-19.910183;1000.0
1495;Nissan Livina X-Gear SL 1.8 16V (flex) (aut) 2014;Flex; 35.900,00;2013;148.000;Branco;1;Barueri;1;0;1;1;0;0;1;1;0;1;0;0;1;1;1;0;0;1;0;0;1;1;-46.879042;-23.505689;1800.0
1496;Renault Sandero Expression 1.0 16V (Flex) 2015;Flex; 37.900,00;2015;83.285;Branco;0;Araçatuba;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;-50.440106;-21.207648;1000.0
1497;Chevrolet Vectra GT 2.0 8V (Flex) 2011;Flex; 37.890,00;2011;133.000;Prata;0;São Paulo;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;-46.63952;-23.532905;2000.0
1498;Fiat Siena Fire 1.0 8V (Flex) 2007;Flex; 20.900,00;2007;100.000;Prata;0;Suzano;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;-46.311181;-23.544828;1000.0
1499;Chevrolet Prisma 1.4 8V LT (Flex) 2012;Flex; 28.900,00;2011;71.500;Vermelho;0;Campos Novos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-51.227589;-27.400184;1400.0
1500;Toyota Corolla Sedan XEi 1.8 16V (aut) 2007;Gasolina; 38.890,00;2007;123.900;Azul;1;Mogi das Cruzes;1;1;1;1;0;1;1;0;0;1;0;1;1;1;1;0;0;1;0;1;1;0;-46.18541;-23.52082;1800.0
1501;Ford Fiesta Hatch  SE Plus 1.6 RoCam (Flex) 2014;Flex; 36.000,00;2014;86.000;Branco;0;Bauru;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;-49.087142;-22.324569;1600.0
1502;Chevrolet Classic LS VHC E 1.0 (Flex) 2014;Flex; 28.900,00;2013;149.000;Prata;0;São Paulo;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;-46.63952;-23.532905;1000.0
1503;Volkswagen Voyage Comfortline 1.6 (Flex) 2012;Flex; 33.800,00;2011;155.000;Prata;0;Blumenau;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;-49.070904;-26.915501;1600.0
1504;Renault Sandero Stepway 1.6 8V (Flex) 2013;Flex; 35.900,00;2013;88.472;Branco;0;Manaus;1;1;1;1;0;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;-60.02123;-3.118662;1600.0
1505;Ford Focus Hatch GLX 1.6 8V (Flex) 2012;Flex; 37.900,00;2011;91.000;Prata;0;Curitiba;1;0;0;1;1;1;1;1;0;1;0;1;1;0;0;0;0;1;0;0;0;1;-49.264622;-25.419547;1600.0
1506;Chevrolet Celta LT 1.0 (Flex) 2013;Flex; 35.900,00;2012;87.000;Preto;0;Manaus;1;1;0;1;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-60.02123;-3.118662;1000.0
1507;Renault Clio Expression 1.0 16V (Flex) 2014;Flex; 29.900,00;2013;140.000;Prata;0;Hortolândia;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;-47.214259;-22.852854;1000.0
1508;Ford EcoSport Ecosport XLT 1.6 (Flex) 2008;Flex; 32.800,00;2008;N/D;Preto;0;São Paulo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-46.63952;-23.532905;1600.0
1509;Chevrolet Vectra GT 2.0 8V (Flex) 2010;Flex; 32.890,00;2009;150.000;Azul;0;São Paulo;1;1;1;1;0;1;1;1;1;1;0;1;1;0;1;0;0;1;1;0;0;1;-46.63952;-23.532905;2000.0
1510;Volkswagen Fox 1.6 VHT (Flex) 2013;Flex; 38.900,00;2012;96.000;Vermelho;0;São Paulo;1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;-46.63952;-23.532905;1600.0
1511;Volkswagen Jetta 1.4 250 TSI R-Line 2020;Flex; 134.990,00;2020;26.222;Cinza;1;São Carlos;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;-47.885971;-22.017395;1400.0
1512;Ford Fiesta Hatch Rocam 1.6 (Flex) 2013;Flex; 35.900,00;2012;N/D;Vermelho;0;Guaratinguetá;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-45.193788;-22.807534;1600.0
1513;Chevrolet Classic LS 1.0 VHCE (Flex) 2015;Flex; 35.900,00;2014;82.000;Prata;0;Jundiaí;1;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;-46.897358;-23.185218;1000.0
1514;Fiat Siena EL 1.0 8V (Flex) 2014;Flex; 33.890,00;2014;162.000;Dourado;0;São Paulo;1;1;1;1;0;0;1;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;-46.63952;-23.532905;1000.0
1515;Chevrolet Corsa Hatch Maxx 1.4 (Flex) 2012;Flex; 33.000,00;2011;101.254;Prata;0;São José do Rio Pardo;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;0;0;1;-46.887303;-21.595288;1400.0
1516;Volkswagen SpaceFox Comfortline 1.6 8V (Flex) 2008;MultiFlex (Alc; 29.700,00;2007;215.000;Prata;0;Blumenau;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;1;-49.070904;-26.915501;1600.0
1517;Renault Sandero Expression 1.6 8V (flex) 2013;Flex; 29.900,00;2012;170.617;Prata;0;Joinville;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;-48.848675;-26.304497;1600.0
1518;Volkswagen Gol 1.6 (G5) (Flex) 2009;Flex; 31.900,00;2009;109.000;Prata;0;Fortaleza;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;-38.542298;-3.716638;1600.0
1519;Volkswagen Gol 1.6 (Flex) 2013;Flex; 38.900,00;2012;69.000;Vermelho;0;Belém;0;0;0;1;0;0;1;0;1;1;0;1;1;0;1;0;0;1;0;0;0;1;-36.490399;-9.570472;1600.0
1520;Peugeot 207 Hatch XR 1.4 8V (flex) 4p 2013;Flex; 25.900,00;2012;125.084;Prata;0;Santa Maria;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-53.814946;-29.686817;1400.0
1521;Kia Picanto 1.0 (Flex) J318 2014;Flex; 38.599,00;2014;75.049;Preto;0;São Paulo;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;-46.63952;-23.532905;1000.0
1522;Volkswagen Fox 1.0 TEC (Flex) 4p 2013;Flex; 35.900,00;2012;163.000;Branco;0;Guarapuava;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;-51.462317;-25.390237;1000.0
1523;Audi A3 1.8 20V Turbo 2006;Gasolina; 37.900,00;2005;173.200;Preto;0;Franca;1;1;1;1;0;1;1;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;-47.403861;-20.53523;1800.0
1524;Ford EcoSport Ecosport XLT Freestyle 1.6 (Flex) 2012;Flex; 38.900,00;2012;141.704;Preto;0;São Paulo;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;1;-46.63952;-23.532905;1600.0
1525;Volkswagen Gol Power 1.6 (G4) (Flex) 2008;Flex; 27.900,00;2007;132.276;Preto;1;Santo André;0;0;0;1;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;-46.543154;-23.67373;1600.0
1526;Chevrolet Classic LS VHC E 1.0 (Flex) 2013;Flex; 29.500,00;2012;90.000;Prata;0;José Bonifácio;0;0;0;0;0;0;1;1;1;1;0;1;1;0;1;0;0;0;0;0;0;0;-49.689233;-21.055062;1000.0
1527;Renault Sandero Expression 1.0 16V (Flex) 2015;Flex; 37.900,00;2015;83.285;Branco;0;Araçatuba;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;-50.440106;-21.207648;1000.0
1528;Chevrolet Classic LS VHC E 1.0 (Flex) 2012;Flex; 27.990,00;2011;189.600;Preto;0;Franca;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-47.403861;-20.53523;1000.0
1529;Citroën C3 GLX 1.4 8V (flex) 2012;Flex; 30.000,00;2012;160.000;Prata;0;Itanhaém;1;0;1;1;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;-46.787986;-24.173633;1400.0
1530;Renault Clio Expression 1.0 16V (Flex) 2016;Flex; 38.900,00;2015;130.754;Vermelho;0;São Paulo;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;-46.63952;-23.532905;1000.0
1531;Peugeot 207 Hatch XS 1.6 16V (flex) 2010;Flex; 23.990,00;2009;160.000;Cinza;0;Ribeirão Preto;1;1;1;1;0;1;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;-47.809875;-21.169923;1600.0
1532;Volkswagen Polo Sedan 1.6 8V (Flex) 2011;Flex; 32.900,00;2010;170.100;Preto;0;Belo Horizonte;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-43.926572;-19.910183;1600.0
1533;Chevrolet Celta LT 1.0 (Flex) 2015;Flex; 36.500,00;2014;110.000;Prata;0;Jundiaí;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;-46.897358;-23.185218;1000.0
1534;Volkswagen SpaceFox 1.6 8V (Flex) 2011;Flex; 32.990,00;2010;148.260;Prata;1;Porto Alegre;1;1;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;-51.206533;-30.031771;1600.0
1535;Fiat Punto ELX 1.4 (Flex) 2010;Flex; 29.900,00;2009;99.999;Prata;0;Viamão;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-51.019435;-30.081899;1400.0
1536;Fiat Uno Way 1.0 8V (Flex) 4p 2015;Flex; 38.000,00;2015;130.000;Vermelho;0;Pacajus;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;-38.464988;-4.171073;1000.0
1537;Fiat Fiorino Furgão 1.3 (Flex) 2013;Flex; 38.900,00;2013;205.000;Branco;0;Sorocaba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-47.445073;-23.496886;1300.0
1538;Chevrolet Celta LT 1.0 (Flex) 2012;Flex; 28.900,00;2011;163.000;Preto;0;Curitiba;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;-49.264622;-25.419547;1000.0
1539;Renault Clio Expression 1.0 16V (Flex) 2016;Flex; 34.900,00;2015;77.000;Preto;0;Niterói;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;-43.103367;-22.88321;1000.0
1540;Volkswagen SpaceFox Sportline 1.6 8V (Flex) 2011;Flex; 35.900,00;2010;172.000;Vermelho;0;Belo Horizonte;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;-43.926572;-19.910183;1600.0
1541;Volkswagen Gol 1.6 (G5) (Flex) 2010;Flex; 28.990,00;2009;124.000;Cinza;0;Nova Iguaçu;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;-43.460325;-22.755635;1600.0
1542;Chevrolet Celta LT 1.0 (Flex) 2012;Flex; 29.990,00;2011;140.000;Prata;0;São Paulo;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-46.63952;-23.532905;1000.0
1543;Citroën C3 XTR 1.4 8V (flex) 2008;Flex; 20.900,00;2007;121.000;Preto;0;São Paulo;1;1;1;1;0;1;1;1;1;1;0;1;1;0;1;0;0;1;0;1;0;1;-46.63952;-23.532905;1400.0
1544;Ford Fiesta Sedan 1.6 Rocam (Flex) 2013;Flex; 32.900,00;2012;183.000;Prata;0;Osasco;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;-46.791555;-23.53239;1600.0
1545;Volkswagen Fox Prime 1.6 8V (Flex) 2011;Flex; 35.900,00;2010;139.000;Prata;0;São José dos Pinhais;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-49.203097;-25.531343;1600.0
1546;Fiat Uno Vivace 1.0 8V (Flex) 4p 2013;Flex; 34.900,00;2012;116.157;Cinza;0;Mirassol;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-49.52061;-20.816874;1000.0
1547;Fiat Uno Way 1.0 8V (Flex) 2p 2012;Flex; 27.990,00;2011;95.000;Bege;0;Valinhos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-46.997367;-22.969805;1000.0
1548;Ford Fiesta Sedan 1.6 Rocam (Flex) 2013;Flex; 32.900,00;2012;113.000;Prata;0;Jales;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;-50.549442;-20.267227;1600.0
1549;Fiat Uno Vivace 1.0 8V (Flex) 4p 2013;Flex; 35.900,00;2012;120.000;Preto;0;São Paulo;1;1;1;1;0;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;-46.63952;-23.532905;1000.0
1550;Fiat Siena EL 1.0 8V (Flex) 2012;Flex; 27.990,00;2011;120.000;Vermelho;0;São Bernardo do Campo;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-46.564617;-23.691412;1000.0
1551;Renault Sandero Authentique 1.0 16V (flex) 2012;Flex; 24.900,00;2011;58.000;Vermelho;0;Uberlândia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;-48.274934;-18.914142;1000.0
1552;Audi A3 1.8 20V Turbo 2006;Gasolina; 36.900,00;2005;151.253;Preto;0;Ribeirão Preto;1;1;1;0;0;1;1;0;0;1;0;1;1;0;1;0;0;1;0;0;1;1;-47.809875;-21.169923;1800.0
1553;Volkswagen Fox 1.6 VHT (Flex) 2012;Flex; 33.900,00;2011;106.500;Azul;1;Anápolis;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;-48.952958;-16.328095;1600.0
1554;Volkswagen Voyage 1.0 Total Flex 2010;Flex; 26.900,00;2009;157.691;Prata;0;Curitiba;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;-49.264622;-25.419547;1000.0
1555;Fiat Grand Siena Essence 1.6 16V (Flex) 2014;Flex; 36.990,00;2013;135.000;Bege;0;Hortolândia;1;1;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;-47.214259;-22.852854;1600.0
1556;Fiat Grand Siena Essence 1.6 16V (Flex) 2014;Flex; 37.900,00;2013;134.875;Preto;0;Recife;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;-34.877065;-8.046658;1600.0
1557;Volkswagen Fox 1.6 VHT (Flex) 2013;Flex; 36.990,00;2012;84.000;Preto;0;Recife;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;-34.877065;-8.046658;1600.0
1558;Ford Fiesta Hatch Rocam 1.6 (Flex) 2013;Flex; 34.900,00;2013;112.000;Prata;0;São Paulo;1;0;1;1;0;1;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;-46.63952;-23.532905;1600.0
1559;Toyota Etios Sedan XS 1.5 (Flex) 2013;Flex; 34.900,00;2013;123.870;Prata;0;Curitiba;1;1;1;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;-49.264622;-25.419547;1500.0
1560;Volkswagen Gol 1.0 TEC Trendline (Flex) 4p 2015;Flex; 38.900,00;2014;143.476;Branco;0;Curitiba;1;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;-49.264622;-25.419547;1000.0
1561;Volkswagen CrossFox 1.6 (Flex) 2010;Flex; 34.900,00;2009;174.000;Prata;0;Marabá;0;0;0;1;0;1;1;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;-49.132672;-5.38075;1600.0
1562;Fiat Siena EL 1.0 8V (Flex) 2015;Flex; 38.990,00;2014;89.000;Branco;0;Fortaleza;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;-38.542298;-3.716638;1000.0
1563;Chevrolet Montana LS 1.4 (Flex) 2012;Flex; 38.900,00;2011;110.000;Prata;0;Mogi Guaçu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-46.9428;-22.367453;1400.0
1564;Fiat Grand Siena Attractive 1.4 8V (Flex) 2014;Flex; 37.990,00;2013;1.111;Vermelho;0;Volta Redonda;1;1;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;-44.099555;-22.520212;1400.0
1565;Fiat Siena EL 1.0 8V (Flex) 2014;Flex; 34.900,00;2014;81.437;Branco;0;Goiânia;1;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;-49.264346;-16.686439;1000.0
1566;Citroën C3 Tendance 1.5 8V (Flex) 2013;Flex; 36.900,00;2012;126.494;Branco;0;Osasco;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;0;0;1;0;0;0;1;-46.791555;-23.53239;1500.0
1567;Citroën Aircross GLX 1.6 16V (flex) 2011;Flex; 35.900,00;2011;174.867;Cinza;0;Cascavel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-38.241178;-4.129666;1600.0
1568;Chevrolet Agile LTZ 1.4 8V (Flex) 2011;Flex; 32.900,00;2011;138.109;Prata;0;Itapetininga;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;-48.048326;-23.588607;1400.0
1569;Chevrolet Cobalt LTZ 1.8 8V (Flex) 2013;Flex; 38.890,00;2013;130.000;Preto;0;Santo André;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;-46.543154;-23.67373;1800.0
1570;Chevrolet Agile LT 1.4 8V (Flex) 2011;Flex; 32.900,00;2010;144.000;Vermelho;0;Colombo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-49.22616;-25.292487;1400.0
1571;Fiat Mobi 1.0 Like 2022;Flex; 54.600,00;2021;44.776;Prata;0;Juazeiro do Norte;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;-39.307593;-7.196207;1000.0
1572;Fiat Idea Attractive 1.4 8V (Flex) 2012;Flex; 34.000,00;2011;104.291;Prata;0;Rio Claro;0;0;0;0;0;1;1;1;0;1;0;1;0;0;1;0;0;1;0;0;0;1;-47.554632;-22.398378;1400.0
1573;Fiat Palio Fire 1.0 8V (Flex) 2p 2016;Flex; 31.990,00;2016;78.000;Vermelho;0;Campinas;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-47.06595;-22.905346;1000.0
1574;Fiat Uno Way 1.0 8V (Flex) 4p 2013;Gasolina; 33.000,00;2013;147.938;Bege;0;Maricá;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;-42.824587;-22.935434;1000.0
1575;Chevrolet Montana Sport 1.8 (Flex) 2007;Gasolina; 36.900,00;2007;100.000;Prata;0;Joinville;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;-48.848675;-26.304497;1800.0
